1980-D001,Fed Cup WG R2: ITA vs URS,Clay,4,D,19800519,1,200755,,,Daniela Marzano,U,,ITA,,,,212343,,,Olga Zaitseva,,,URS,,,,6-3 6-3,3,RR
1980-D001,Fed Cup WG R2: ITA vs URS,Clay,4,D,19800519,2,200228,,,Olga Morozova,U,,URS,,,,200334,,,Sabina Simmonds,R,,ITA,,,,6-4 6-2,3,RR
1980-D002,Fed Cup WG ConR: FRA vs CAN,Clay,4,D,19800519,1,201911,,,Nina Bland,U,,CAN,,,,200312,,,Frederique Thibault,U,,FRA,,,,7-6 4-2 RET,5,RR
1980-D002,Fed Cup WG ConR: FRA vs CAN,Clay,4,D,19800519,2,200394,,,Marjorie Blackwood,U,,CAN,,,,200152,,,Gail Benedetti,R,,FRA,,,,6-3 6-2,3,RR
1980-D003,Fed Cup WG R1: IRL vs ROU,Clay,4,D,19800519,1,200971,,,Lucia Romanov,U,,ROU,,,,212374,,,Caitriona Ruane,,,IRL,,,,6-1 6-1,3,RR
1980-D003,Fed Cup WG R1: IRL vs ROU,Clay,4,D,19800519,2,200337,,,Virginia Ruzici,R,,ROU,,,,212375,,,Bernadette Davy,,,IRL,,,,6-1 6-0,3,RR
1980-D004,Fed Cup WG R2: TCH vs YUG,Clay,4,D,19800519,1,200320,,,Renata Tomanova,U,,GER,,,,201003,,,Renata Sasak,U,,YUG,,,,6-3 6-2,3,RR
1980-D004,Fed Cup WG R2: TCH vs YUG,Clay,4,D,19800519,2,200348,,,Hana Mandlikova,R,,AUS,,,,200371,,,Mima Jausovec,U,,SLO,,,,6-3 6-4,3,RR
1980-D005,Fed Cup WG R1: FRG vs AUT,Clay,4,D,19800519,1,200372,,,Bettina Bunge,U,,GER,,,,202057,,,Andrea Pesak,U,,AUT,,,,3-6 6-2 6-1,3,RR
1980-D005,Fed Cup WG R1: FRG vs AUT,Clay,4,D,19800519,2,200366,,,Sylvia Hanika,U,,GER,,,,202058,,,Maria Geyer,U,,AUT,,,,6-1 6-2,3,RR
1980-D006,Fed Cup WG ConR: FRA vs BEL,Clay,4,D,19800519,1,200152,,,Gail Benedetti,R,,FRA,,,,200254,,,Michele Gurdal,U,,BEL,,,,6-3 6-7 6-3,3,RR
1980-D006,Fed Cup WG ConR: FRA vs BEL,Clay,4,D,19800519,2,200314,,,Brigitte Simon Glinel,U,,FRA,,,,200252,,,Monique Van Haver,U,,BEL,,,,6-4 6-1,3,RR
1980-D007,Fed Cup WG R1: NZL vs MEX,Clay,4,D,19800519,1,201765,,,Brenda Perry,U,,NZL,,,,201933,,,Alejandra Vallejo,U,,MEX,,,,7-6 6-2,3,RR
1980-D007,Fed Cup WG R1: NZL vs MEX,Clay,4,D,19800519,2,200335,,,Judy Chaloner,U,,NZL,,,,212430,,,Maluca Llamas,,,MEX,,,,7-6 6-0,3,RR
1980-D008,Fed Cup WG ConR: LUX vs THA,Clay,4,D,19800519,1,212344,,,Suthasini Sirikaya,,,THA,,,,212407,,,Rita Krombach,,,LUX,,,,6-3 6-2,3,RR
1980-D008,Fed Cup WG ConR: LUX vs THA,Clay,4,D,19800519,2,212345,,,Chalada Wattana,,,THA,,,,212325,,,Monique Krecke,,,LUX,,,,6-3 6-1,3,RR
1980-D009,Fed Cup WG R2: SWE vs JPN,Clay,4,D,19800519,1,200253,,,Kiyoko Nomura,U,,JPN,,,,200974,,,Lena Sandin,U,,SWE,,,,3-6 7-6 8-6,3,RR
1980-D009,Fed Cup WG R2: SWE vs JPN,Clay,4,D,19800519,2,200315,,,Nina Bohm,U,,SWE,,,,200326,,,Naoko Sato,U,,JPN,,,,6-3 3-6 6-4,3,RR
1980-D010,Fed Cup WG R1: JPN vs THA,Clay,4,D,19800519,1,200253,,,Kiyoko Nomura,U,,JPN,,,,212449,,,Chongrak Sri Ud,,,THA,,,,6-0 6-0,3,RR
