1978-D001,Fed Cup WG PO: KOR vs TPE,,4,D,19780819,1,212460,,,Nam Sook Kim,,,KOR,,,,212355,,,Chiu Mei Ho,,,TPE,,,,6-0 6-0,3,RR
1978-D001,Fed Cup WG PO: KOR vs TPE,,4,D,19780819,2,200241,,,Duk Hee Lee,U,,KOR,,,,212439,,,Hsiu Tsuan Wen,,,TPE,,,,6-3 6-1,3,RR
1978-D003,Fed Cup WG PO: THA vs PHI,,4,D,19780819,1,212334,,,Gladys Imperial,,,PHI,,,,212345,,,Chalada Wattana,,,THA,,,,7-5 6-3,3,RR
1978-D003,Fed Cup WG PO: THA vs PHI,,4,D,19780819,2,212335,,,Marisa Sanchez,,,PHI,,,,212344,,,Suthasini Sirikaya,,,THA,,,,7-6(5) 6-3,3,RR
1978-D004,Fed Cup WG R1: ROU vs ITA,,4,D,19781127,1,200755,,,Daniela Marzano,U,,ITA,,,,200935,,,Florenta Mihai,U,,ROU,,,,6-3 8-6,3,RR
1978-D004,Fed Cup WG R1: ROU vs ITA,,4,D,19781127,2,200337,,,Virginia Ruzici,R,,ROU,,,,200334,,,Sabina Simmonds,R,,ITA,,,,6-1 3-6 6-1,3,RR
1978-D005,Fed Cup WG F: AUS vs USA,,4,D,19781127,1,200176,,,Kerry Reid,R,,AUS,,,,200397,,,Tracy Austin,R,,USA,,,,6-3 6-3,3,RR
1978-D005,Fed Cup WG F: AUS vs USA,,4,D,19781127,2,200259,,,Chris Evert,R,,USA,,,,200209,,,Wendy Turnbull,U,,AUS,,,,3-6 6-1 6-1,3,RR
1978-D006,Fed Cup WG R1: INA vs PHI,,4,D,19781127,1,200139,,,Lita Sugiarto,U,,INA,,,,212334,,,Gladys Imperial,,,PHI,,,,6-2 6-3,3,RR
1978-D006,Fed Cup WG R1: INA vs PHI,,4,D,19781127,2,212335,,,Marisa Sanchez,,,PHI,,,,203734,,,Yolanda Sumarno,U,,INA,,,,4-6 6-0 6-0,3,RR
1978-D007,Fed Cup WG R2: TCH vs INA,,4,D,19781127,1,200320,,,Renata Tomanova,U,,GER,,,,200139,,,Lita Sugiarto,U,,INA,,,,6-3 9-7,3,RR
1978-D007,Fed Cup WG R2: TCH vs INA,,4,D,19781127,2,200460,,,Regina Marsikova,U,,CZE,,,,203734,,,Yolanda Sumarno,U,,INA,,,,6-2 6-1,3,RR
1978-D008,Fed Cup WG R1: JPN vs ISR,,4,D,19781127,1,200253,,,Kiyoko Nomura,U,,JPN,,,,212321,,,Hagit Zubary,,,ISR,,,,6-4 6-3,3,RR
1978-D008,Fed Cup WG R1: JPN vs ISR,,4,D,19781127,2,200326,,,Naoko Sato,U,,JPN,,,,200928,,,Paulina Peled,U,,ISR,,,,6-1 6-4,3,RR
1978-D009,Fed Cup WG R1: SUI vs IRL,,4,D,19781127,1,200382,,,Isabelle Villiger,U,,SUI,,,,212784,,,Jo Sheridan,,,IRL,,,,6-1 6-0,3,RR
1978-D009,Fed Cup WG R1: SUI vs IRL,,4,D,19781127,2,200409,,,Petra Delhees Jauch,L,,SUI,,,,212368,,,Helen Lennon,,,IRL,,,,6-1 6-0,3,RR
1978-D010,Fed Cup WG R1: AUS vs BEL,,4,D,19781127,1,200221,,,Dianne Balestrat,U,,AUS,,,,200252,,,Monique Van Haver,U,,BEL,,,,6-0 6-0,3,RR
1978-D010,Fed Cup WG R1: AUS vs BEL,,4,D,19781127,2,200209,,,Wendy Turnbull,U,,AUS,,,,200254,,,Michele Gurdal,U,,BEL,,,,6-1 6-1,3,RR
1978-D011,Fed Cup WG R1: GBR vs ESP,,4,D,19781127,1,200237,,,Virginia Wade,R,,GBR,,,,200907,,,Carmen Perea Alcala,U,,ESP,,,,6-8 6-1 6-2,3,RR
1978-D011,Fed Cup WG R1: GBR vs ESP,,4,D,19781127,2,200266,,,Sue Barker,R,,GBR,,,,201794,,,Monica Alvarez,U,,ESP,,,,6-0 10-8,3,RR
1978-D012,Fed Cup WG R1: YUG vs NOR,,4,D,19781127,1,212785,,,Nenni Delmestre,,,YUG,,,,212323,,,Bente Kjolstad,,,NOR,,,,6-0 6-3,3,RR
1978-D012,Fed Cup WG R1: YUG vs NOR,,4,D,19781127,2,200371,,,Mima Jausovec,U,,SLO,,,,212324,,,Ellen Grindvold,,,NOR,,,,6-1 6-2,3,RR
1978-D013,Fed Cup WG R2: USA vs NZL,,4,D,19781127,1,200397,,,Tracy Austin,R,,USA,,,,201765,,,Brenda Perry,U,,NZL,,,,6-1 6-2,3,RR
1978-D013,Fed Cup WG R2: USA vs NZL,,4,D,19781127,2,200259,,,Chris Evert,R,,USA,,,,200335,,,Judy Chaloner,U,,NZL,,,,6-1 6-1,3,RR
1978-D014,Fed Cup WG R1: TCH vs POR,,4,D,19781127,1,200320,,,Renata Tomanova,U,,GER,,,,212622,,,Conceicao Rio,,,POR,,,,6-0 6-0,3,RR
1978-D014,Fed Cup WG R1: TCH vs POR,,4,D,19781127,2,200460,,,Regina Marsikova,U,,CZE,,,,203690,,,Leonora Peralta,U,,POR,,,,6-0 6-0,3,RR
1978-D015,Fed Cup WG R1: NZL vs CAN,,4,D,19781127,1,201765,,,Brenda Perry,U,,NZL,,,,201160,,,Wendy Barlow,U,,CAN,,,,4-6 11-9 6-2,3,RR
1978-D015,Fed Cup WG R1: NZL vs CAN,,4,D,19781127,2,200335,,,Judy Chaloner,U,,NZL,,,,200394,,,Marjorie Blackwood,U,,CAN,,,,5-7 6-4 7-5,3,RR
1978-D016,Fed Cup WG R1: CHI vs URU,,4,D,19781127,1,200949,,,Silvana Urroz,U,,CHI,,,,203701,,,Lucia Bruce,U,,URU,,,,6-4 6-2,3,RR
1978-D016,Fed Cup WG R1: CHI vs URU,,4,D,19781127,2,212650,,,Leyla Musalem,,,CHI,,,,212330,,,Carla Guarino De Galeazzi,,,URU,,,,6-1 6-3,3,RR
1978-D017,Fed Cup WG R2: URS vs YUG,,4,D,19781127,1,200297,,,Natasha Chmyreva,U,,URS,,,,212785,,,Nenni Delmestre,,,YUG,,,,6-1 6-0,3,RR
1978-D017,Fed Cup WG R2: URS vs YUG,,4,D,19781127,2,200228,,,Olga Morozova,U,,URS,,,,200371,,,Mima Jausovec,U,,SLO,,,,6-1 6-0,3,RR
1978-D018,Fed Cup WG R1: USA vs KOR,,4,D,19781127,1,200397,,,Tracy Austin,R,,USA,,,,212636,,,Kyeong Mi Choi,,,KOR,,,,6-0 6-0,3,RR
1978-D018,Fed Cup WG R1: USA vs KOR,,4,D,19781127,2,200259,,,Chris Evert,R,,USA,,,,212786,,,Yoon Ja Han,,,KOR,,,,6-1 6-0,3,RR
