tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,039,200144,5,,Margaret Court,R,,AUS,,,,200179,,,Barbara Hawcroft,U,,AUS,,,,6-0 6-0,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,040,200185,,,Lesley Hunt,U,,AUS,,,,201140,,,Wendy Appleby,U,,USA,,,,6-1 6-0,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,041,200356,,,Betty Stove,U,,NED,,,,200879,,,Wendy Overton,U,,USA,,,,6-2 6-2,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,042,200228,,,Olga Morozova,U,,URS,,,,200251,,,Kazuko Sawamatsu,U,,JPN,,,,6-4 6-4,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,043,200274,,,Julie Heldman,U,,USA,,,,200298,,,Laura Du Pont,U,,USA,,,,6-3 7-6,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,044,200259,3,,Chris Evert,R,,USA,,,,200945,,,Marita Redondo,R,,USA,,,,6-1 6-2,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,045,200176,,,Kerry Reid,R,,AUS,,,,200311,,,Cecilia Martinez,U,,USA,,,,6-4 6-2,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,046,200194,7,,Francoise Durr,R,,FRA,,,,200860,,,Kristy Pigeon,U,,USA,,,,6-7 6-1 6-4,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,047,200283,,,Pam Teeguarden,U,,USA,,,,200226,,,Mona Guerrant,U,,USA,,,,6-4 6-4,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,048,200150,2,,Evonne Cawley,R,,AUS,,,,200168,,,Karen Krantzcke,R,,AUS,,,,6-3 7-5,3,R32
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,049,200190,1,,Billie Jean King,R,,USA,,,,200223,,,Sharon Walsh Pete,R,,USA,,,,6-4 6-4,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,050,200237,8,,Virginia Wade,R,,GBR,,,,200900,,,Barbara Downs,U,,USA,,,,6-3 6-2,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,051,200159,4,,Rosie Casals,R,,USA,,,,200787,,,Fiorella Bonicelli,U,,URU,,,,6-0 6-4,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,052,200144,5,,Margaret Court,R,,AUS,,,,200185,,,Lesley Hunt,U,,AUS,,,,6-2 6-1,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,053,200228,,,Olga Morozova,U,,URS,,,,200356,,,Betty Stove,U,,NED,,,,6-3 7-5,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,054,200259,3,,Chris Evert,R,,USA,,,,200274,,,Julie Heldman,U,,USA,,,,6-1 6-2,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,055,200176,,,Kerry Reid,R,,AUS,,,,200194,7,,Francoise Durr,R,,FRA,,,,1-6 6-0 6-2,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,056,200283,,,Pam Teeguarden,U,,USA,,,,200150,2,,Evonne Cawley,R,,AUS,,,,7-5 6-1,3,R16
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,057,200190,1,,Billie Jean King,R,,USA,,,,200237,8,,Virginia Wade,R,,GBR,,,,6-2 7-5,3,QF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,058,200144,5,,Margaret Court,R,,AUS,,,,200159,4,,Rosie Casals,R,,USA,,,,6-4 4-6 6-4,3,QF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,059,200259,3,,Chris Evert,R,,USA,,,,200228,,,Olga Morozova,U,,URS,,,,3-6 6-3 7-6,3,QF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,060,200176,,,Kerry Reid,R,,AUS,,,,200283,,,Pam Teeguarden,U,,USA,,,,6-0 6-2,3,QF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,061,200190,1,,Billie Jean King,R,,USA,,,,200144,5,,Margaret Court,R,,AUS,,,,6-4 6-4,3,SF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,062,200176,,,Kerry Reid,R,,AUS,,,,200259,3,,Chris Evert,R,,USA,,,,6-4 6-2,3,SF
1972-W-SL-USA-01A-1972,US Open,Grass,64,G,19720828,063,200190,1,,Billie Jean King,R,,USA,,,,200176,,,Kerry Reid,R,,AUS,,,,6-3 7-5,3,F
