1991-D001,Fed Cup WG PO: MEX vs MAS,,4,D,19910718,1,207460,,,Isabela Petrov,U,,MEX,18.0971937029,420,1,212571,,,Chern Yi Chiew,,,MAS,14.0752908966,,,6-1 6-3,3,RR
1991-D001,Fed Cup WG PO: MEX vs MAS,,4,D,19910718,2,201745,,,Lupita Novelo,U,,MEX,24.1943874059,369,1,212733,,,Su Peng Ng,,,MAS,18.6447638604,,,6-2 6-2,3,RR
1991-D002,Fed Cup WG R2: BUL vs USA,,4,D,19910724,1,200077,,,Jennifer Capriati,R,170,USA,15.3127994524,10,87,200086,,,Magdalena Maleeva,R,168,BUL,16.3066392882,51,21,7-5 6-2,3,RR
1991-D002,Fed Cup WG R2: BUL vs USA,,4,D,19910724,2,200597,,,Mary Joe Fernandez,R,,USA,19.923340178,6,137,200455,,,Katerina Maleeva,U,,BUL,22.2067077344,12,74,6-2 6-1,3,RR
1991-D003,Fed Cup WG QF: AUT vs USA,,4,D,19910725,1,200482,,,Judith Wiesner,R,,AUT,25.3880903491,18,48,200077,,,Jennifer Capriati,R,170,USA,15.3127994524,10,87,6-2 0-6 8-6,3,RR
1991-D003,Fed Cup WG QF: AUT vs USA,,4,D,19910725,2,200597,,,Mary Joe Fernandez,R,,USA,19.923340178,6,137,200604,,,Barbara Paulus,U,,AUT,20.887063655,16,52,6-1 6-1,3,RR
1991-D004,Fed Cup WG ConR: SRI vs MAS,,4,D,19910719,1,212462,,,Vajira Premaratne,,,SRI,18.5051334702,,,212571,,,Chern Yi Chiew,,,MAS,14.0752908966,,,6-7(2) 7-6(7) 6-3,3,RR
1991-D004,Fed Cup WG ConR: SRI vs MAS,,4,D,19910719,2,201747,,,Lihini Weerasuriya,U,,SRI,19.3976728268,347,1,212733,,,Su Peng Ng,,,MAS,18.6447638604,,,6-1 6-0,3,RR
1991-D005,Fed Cup WG PO: GRE vs IRL,,4,D,19910718,1,200696,,,Christina Papadaki,R,,GRE,18.3846680356,195,4,204590,,,Gina Niland,U,,IRL,18.8090349076,,,6-4 6-4,3,RR
1991-D005,Fed Cup WG PO: GRE vs IRL,,4,D,19910718,2,201017,,,Angelika Kanellopoulou,R,,GRE,25.5715263518,150,7,203816,,,Siobhan Nicholson,R,,GBR,25.0924024641,438,0,6-4 6-2,3,RR
1991-D006,Fed Cup WG PO: CHI vs PAR,,4,D,19910720,1,201729,,,Larissa Schaerer,R,,PAR,16.2491444216,413,1,202170,,,Paula Cabezas,U,,ESP,18.8966461328,,,6-1 7-5,3,RR
1991-D006,Fed Cup WG PO: CHI vs PAR,,4,D,19910720,2,200709,,,Rosana De Los Rios,R,170,PAR,15.8275154004,281,2,212795,,,Macarena Miranda,,,CHI,19.961670089,409,1,6-2 6-3,3,RR
1991-D007,Fed Cup WG PO: GRE vs DEN,,4,D,19910725,1,201969,,,Karin Ptaszek,U,,DEN,19.575633128,358,1,200696,,,Christina Papadaki,R,,GRE,18.4038329911,193,4,6-2 6-2,3,RR
1991-D007,Fed Cup WG PO: GRE vs DEN,,4,D,19910725,2,201017,,,Angelika Kanellopoulou,R,,GRE,25.5906913073,171,6,201988,,,Sofie Albinus,U,,DEN,18.8309377139,191,4,6-2 6-4,3,RR
1991-D008,Fed Cup WG PO: GRE vs MLT,,4,D,19910720,1,200696,,,Christina Papadaki,R,,GRE,18.3846680356,195,4,212081,,,Helen Asciak,,,MLT,28.4572210815,,,6-4 6-2,3,RR
1991-D008,Fed Cup WG PO: GRE vs MLT,,4,D,19910720,2,201017,,,Angelika Kanellopoulou,R,,GRE,25.5715263518,150,7,212125,,,Carol Cassar Torreggiani,,,MLT,22.970568104,,,6-2 6-4,3,RR
1991-D009,Fed Cup WG RP: GRE vs NZL,,4,D,19910726,1,200639,,,Claudine Toleafoa,U,,NZL,21.3935660507,176,5,200696,,,Christina Papadaki,R,,GRE,18.4038329911,193,4,6-4 6-2,3,RR
1991-D009,Fed Cup WG RP: GRE vs NZL,,4,D,19910726,2,200462,,,Belinda Cordwell,U,,NZL,25.8316221766,138,8,201017,,,Angelika Kanellopoulou,R,,GRE,25.5906913073,171,6,6-1 6-1,3,RR
1991-D010,Fed Cup WG PO: CHI vs PHI,,4,D,19910718,1,202170,,,Paula Cabezas,U,,ESP,18.8966461328,,,212171,,,Francesca La&#39;O,,,PHI,15.1868583162,,,6-4 5-7 6-1,3,RR
1991-D010,Fed Cup WG PO: CHI vs PHI,,4,D,19910718,2,207543,,,Jennifer Saret,U,,PHI,16.5886379192,,,212795,,,Macarena Miranda,,,CHI,19.961670089,409,1,6-3 7-5,3,RR
1991-D011,Fed Cup WG PO: CUB vs ROU,,4,D,19910721,1,200059,,,Ruxandra Dragomir Ilie,R,,ROU,18.7405886379,272,2,212410,,,Belkis Rodriguez,,,CUB,26.1875427789,468,0,6-1 6-4,3,RR
1991-D011,Fed Cup WG PO: CUB vs ROU,,4,D,19910721,2,200051,,,Irina Spirlea,R,,ROU,17.3223819302,196,4,212411,,,Rita Pichardo,,,CUB,21.1663244353,450,0,6-3 4-6 6-3,3,RR
1991-D012,Fed Cup WG PO: ARG vs BRA,,4,D,19910724,1,200640,,,Mercedes Paz,U,,ARG,25.067761807,80,15,201965,,,Sabrina Giusto,U,,BRA,19.8904859685,208,4,6-0 6-1,3,RR
1991-D012,Fed Cup WG PO: ARG vs BRA,,4,D,19910724,2,201040,,,Luciana Corsato Owsianka,U,,BRA,25.4976043806,147,7,200641,,,Patricia Tarabini,R,,ARG,22.9568788501,77,16,6-1 1-6 8-6,3,RR
1991-D013,Fed Cup WG ConR: DOM vs BAH,,4,D,19910719,1,212767,,,Robyn Farrington,,,BAH,18.5023956194,,,212450,,,Patricia Rodriguez,,,DOM,16.3121149897,,,7-5 6-3,3,RR
1991-D013,Fed Cup WG ConR: DOM vs BAH,,4,D,19910719,2,202509,,,Joelle Schad,U,,DOM,18.3381245722,,,212432,,,Kim Cartwright,,,BAH,26.6557152635,,,6-0 6-2,3,RR
1991-D014,Fed Cup WG PO: MLT vs TRI,,4,D,19910718,1,212081,,,Helen Asciak,,,MLT,28.4572210815,,,212719,,,Marianne Ward,,,TRI,17.735797399,,,6-0 6-2,3,RR
1991-D014,Fed Cup WG PO: MLT vs TRI,,4,D,19910718,2,212125,,,Carol Cassar Torreggiani,,,MLT,22.970568104,,,212613,,,Beverly Corbie,,,TRI,30.0807665982,,,2-6 6-4 6-4,3,RR
1991-D015,Fed Cup WG ConR: HKG vs KOR,,4,D,19910720,1,200716,,,Sung Hee Park,U,,KOR,16.4052019165,,,202012,,,Lee Chan,U,,HKG,14.4449007529,,,6-4 6-1,3,RR
1991-D015,Fed Cup WG ConR: HKG vs KOR,,4,D,19910720,2,212464,,,Yeon Sook Kim,,,KOR,21.8069815195,,,201167,,,Ellinore Lightbody,U,,GBR,32.4079397673,,,6-3 6-4,3,RR
1991-D016,Fed Cup WG PO: CHN vs LUX,,4,D,19910721,1,200124,,,Anne Kremer,R,,LUX,15.7618069815,,,206780,,,Li Hua Yang,U,,CHN,22.0506502396,,,7-5 7-5,3,RR
1991-D016,Fed Cup WG PO: CHN vs LUX,,4,D,19910721,2,200730,,,Min Tang,U,,HKG,20.4845995893,455,0,212697,,,Marie Christine Goy,,,LUX,18.3216974675,,,1-6 6-4 6-3,3,RR
1991-D017,Fed Cup WG R1: NED vs USA,,4,D,19910723,1,200404,,,Zina Garrison,U,,USA,27.6796714579,11,82,200522,,,Nicole Krijger Jagerman,U,,NED,23.9972621492,84,14,7-5 6-4,3,RR
1991-D017,Fed Cup WG R1: NED vs USA,,4,D,19910723,2,200077,,,Jennifer Capriati,R,170,USA,15.3127994524,10,87,200485,,,Manon Bollegraf,U,,NED,27.279945243,39,24,6-2 6-3,3,RR
1991-D018,Fed Cup WG QF: GER vs ITA,,4,D,19910726,1,200094,,,Barbara Rittner,R,,GER,18.2395619439,74,17,200422,,,Raffaella Reggi Concato,U,,ITA,25.6481861739,35,27,6-3 1-6 6-3,3,RR
1991-D018,Fed Cup WG QF: GER vs ITA,,4,D,19910726,2,200081,,,Anke Huber,R,,GER,16.629705681,17,51,200725,,,Sandra Cecchini,U,,ITA,26.3956194387,21,45,6-2 6-3,3,RR
1991-D019,Fed Cup WG RP: BEL vs YUG,,4,D,19910726,1,200547,,,Sandra Wasserman,U,,BEL,21.3661875428,132,8,212416,,,Ljudmila Pavlov,,,YUG,17.0595482546,,,6-2 6-3,3,RR
1991-D019,Fed Cup WG RP: BEL vs YUG,,4,D,19910726,2,200037,,,Sabine Appelmans,L,,BEL,19.2470910335,25,34,200680,,,Nadin Ercegovic,U,,CRO,18.4640657084,207,4,6-2 6-1,3,RR
1991-D020,Fed Cup WG R1: GER vs GRE,,4,D,19910723,1,200081,,,Anke Huber,R,,GER,16.629705681,17,51,200696,,,Christina Papadaki,R,,GRE,18.4038329911,193,4,3-6 6-3 6-3,3,RR
1991-D020,Fed Cup WG R1: GER vs GRE,,4,D,19910723,2,200414,,,Steffi Graf,R,,GER,22.1026694045,2,243,201017,,,Angelika Kanellopoulou,R,,GRE,25.5906913073,171,6,6-1 6-2,3,RR
1991-D021,Fed Cup WG R1: AUS vs JPN,,4,D,19910722,1,200469,,,Nicole Bradtke,U,,AUS,21.8288843258,59,19,200495,,,Akiko Kijimuta,U,,JPN,23.2224503765,67,18,6-0 6-1,3,RR
1991-D021,Fed Cup WG R1: AUS vs JPN,,4,D,19910722,2,200644,,,Naoko Sawamatsu,U,,JPN,18.3299110198,27,31,200105,,,Rachel Mcquillan,U,,AUS,19.6358658453,31,28,6-4 6-3,3,RR
1991-D022,Fed Cup WG PO: JAM vs PAR,,4,D,19910718,1,201729,,,Larissa Schaerer,R,,PAR,16.2491444216,413,1,212453,,,Henrietta Harris,,,JAM,23.4277891855,,,6-2 6-3,3,RR
1991-D022,Fed Cup WG PO: JAM vs PAR,,4,D,19910718,2,200709,,,Rosana De Los Rios,R,170,PAR,15.8275154004,281,2,202100,,,Iwalani Mccalla,U,,JAM,20.076659822,,,6-3 7-6(8),3,RR
1991-D023,Fed Cup WG ConR: NOR vs KOR,,4,D,19910721,1,200716,,,Sung Hee Park,U,,KOR,16.424366872,,,202115,,,Cathrine Instebo,U,,NOR,17.6454483231,,,6-4 6-2,3,RR
1991-D023,Fed Cup WG ConR: NOR vs KOR,,4,D,19910721,2,200511,,,Amy Jonsson Raaholt,U,,NOR,24.1204654346,232,3,212464,,,Yeon Sook Kim,,,KOR,21.826146475,,,6-1 6-0,3,RR
1991-D024,Fed Cup WG ConR: TUR vs THA,,4,D,19910721,1,202123,,,Suvimol Duangchan,U,,THA,17.2813141684,,,204655,,,Gulberk Gultekin,U,,TUR,17.2977412731,,,6-2 1-6 6-1,3,RR
1991-D024,Fed Cup WG ConR: TUR vs THA,,4,D,19910721,2,212800,,,Krisna Summa,,,THA,18.4640657084,,,207166,,,Ismet Duygu Aksit Oal,U,,TUR,19.7973990418,,,6-3 7-5,3,RR
1991-D025,Fed Cup WG SF: TCH vs USA,,4,D,19910727,1,200077,,,Jennifer Capriati,R,170,USA,15.3127994524,10,87,200530,,,Radomira Zrubakova,R,,SVK,20.5694729637,26,34,6-3 6-1,3,RR
1991-D025,Fed Cup WG SF: TCH vs USA,,4,D,19910727,2,200597,,,Mary Joe Fernandez,R,,USA,19.923340178,6,137,200539,,,Jana Novotna,R,,CZE,22.8008213552,8,106,6-4 0-6 9-7,3,RR
1991-D026,Fed Cup WG ConR: IRL vs PHI,,4,D,19910722,1,204590,,,Gina Niland,U,,IRL,18.8281998631,,,212171,,,Francesca La&#39;O,,,PHI,15.2060232717,,,6-4 6-0,3,RR
1991-D026,Fed Cup WG ConR: IRL vs PHI,,4,D,19910722,2,207543,,,Jennifer Saret,U,,PHI,16.6078028747,,,203816,,,Siobhan Nicholson,R,,GBR,25.1115674196,441,0,6-1 6-4,3,RR
1991-D027,Fed Cup WG PO: THA vs ROU,,4,D,19910719,1,212801,,,Loredana Bujor,,,ROU,19.0581793292,492,0,202121,,,Benjamas Sangaram,U,,THA,16.5065023956,,,6-2 6-2,3,RR
1991-D027,Fed Cup WG PO: THA vs ROU,,4,D,19910719,2,202123,,,Suvimol Duangchan,U,,THA,17.2621492129,,,200051,,,Irina Spirlea,R,,ROU,17.3032169747,198,4,6-2 6-4,3,RR
1991-D028,Fed Cup WG ConR: IRL vs TRI,,4,D,19910719,1,204590,,,Gina Niland,U,,IRL,18.8090349076,,,212719,,,Marianne Ward,,,TRI,17.735797399,,,6-1 6-0,3,RR
1991-D028,Fed Cup WG ConR: IRL vs TRI,,4,D,19910719,2,203816,,,Siobhan Nicholson,R,,GBR,25.0924024641,438,0,212613,,,Beverly Corbie,,,TRI,30.0807665982,,,6-2 6-2,3,RR
1991-D029,Fed Cup WG R1: BRA vs CHN,,4,D,19910722,1,200730,,,Min Tang,U,,HKG,20.4845995893,455,0,201804,,,Claudia Chabalgoity,U,,BRA,20.3586584531,178,5,7-5 4-6 6-0,3,RR
1991-D029,Fed Cup WG R1: BRA vs CHN,,4,D,19910722,2,200658,,,Fang Li,R,,CHN,18.5516769336,345,1,201040,,,Luciana Corsato Owsianka,U,,BRA,25.4976043806,147,7,6-0 6-2,3,RR
1991-D030,Fed Cup WG R2: URS vs TCH,,4,D,19910724,1,200530,,,Radomira Zrubakova,R,,SVK,20.5694729637,26,34,200634,,,Elena Brioukhovets,U,,UKR,20.1204654346,47,22,6-3 3-6 6-2,3,RR
1991-D030,Fed Cup WG R2: URS vs TCH,,4,D,19910724,2,200539,,,Jana Novotna,R,,CZE,22.8008213552,8,106,200116,,,Natalia Zvereva,R,,BLR,20.2655715264,20,45,6-4 6-1,3,RR
