1979-D001,Fed Cup WG R1: ITA vs THA,Clay,4,D,19790430,1,200334,,,Sabina Simmonds,R,,ITA,,,,212344,,,Suthasini Sirikaya,,,THA,,,,6-1 6-2,3,RR
1979-D001,Fed Cup WG R1: ITA vs THA,Clay,4,D,19790430,2,200755,,,Daniela Marzano,U,,ITA,,,,212345,,,Chalada Wattana,,,THA,,,,6-3 6-1,3,RR
1979-D002,Fed Cup WG R1: ISR vs SWE,Clay,4,D,19790430,1,200974,,,Lena Sandin,U,,SWE,,,,212321,,,Hagit Zubary,,,ISR,,,,6-3 6-2,3,RR
1979-D002,Fed Cup WG R1: ISR vs SWE,Clay,4,D,19790430,2,200264,,,Helena Anliot,U,,SWE,,,,200928,,,Paulina Peled,U,,ISR,,,,6-3 8-6,3,RR
1979-D003,Fed Cup WG R1: ESP vs YUG,Clay,4,D,19790430,1,201794,,,Monica Alvarez,U,,ESP,,,,201003,,,Renata Sasak,U,,YUG,,,,6-3 6-1,3,RR
1979-D003,Fed Cup WG R1: ESP vs YUG,Clay,4,D,19790430,2,200371,,,Mima Jausovec,U,,SLO,,,,200907,,,Carmen Perea Alcala,U,,ESP,,,,6-2 6-0,3,RR
1979-D004,Fed Cup WG QF: NED vs AUS,Clay,4,D,19790430,1,200209,,,Wendy Turnbull,U,,AUS,,,,200929,,,Elly Appel,U,,NED,,,,6-2 6-3,3,RR
1979-D004,Fed Cup WG QF: NED vs AUS,Clay,4,D,19790430,2,200221,,,Dianne Balestrat,U,,AUS,,,,200356,,,Betty Stove,U,,NED,,,,6-2 2-6 6-3,3,RR
1979-D007,Fed Cup WG R1: CAN vs AUS,Clay,4,D,19790430,1,200209,,,Wendy Turnbull,U,,AUS,,,,201911,,,Nina Bland,U,,CAN,,,,6-4 6-1,3,RR
1979-D007,Fed Cup WG R1: CAN vs AUS,Clay,4,D,19790430,2,200221,,,Dianne Balestrat,U,,AUS,,,,200394,,,Marjorie Blackwood,U,,CAN,,,,6-4 6-2,3,RR
1979-D008,Fed Cup WG R2: URS vs LUX,Clay,4,D,19790430,1,212406,,,Irina Shevchenko,,,URS,,,,212407,,,Rita Krombach,,,LUX,,,,6-0 6-2,3,RR
1979-D008,Fed Cup WG R2: URS vs LUX,Clay,4,D,19790430,2,200228,,,Olga Morozova,U,,URS,,,,212408,,,Simone Wolter,,,LUX,,,,6-0 6-1,3,RR
1979-D009,Fed Cup WG R1: ROU vs MEX,Clay,4,D,19790430,1,200971,,,Lucia Romanov,U,,ROU,,,,212430,,,Maluca Llamas,,,MEX,,,,6-3 6-2,3,RR
1979-D009,Fed Cup WG R1: ROU vs MEX,Clay,4,D,19790430,2,200905,,,Mariana Simionescu,R,,ROU,,,,201933,,,Alejandra Vallejo,U,,MEX,,,,6-3 8-6,3,RR
1979-D010,Fed Cup WG R1: LUX vs TPE,Clay,4,D,19790430,1,212439,,,Hsiu Tsuan Wen,,,TPE,,,,212407,,,Rita Krombach,,,LUX,,,,6-2 5-7 6-1,3,RR
1979-D010,Fed Cup WG R1: LUX vs TPE,Clay,4,D,19790430,2,212408,,,Simone Wolter,,,LUX,,,,212355,,,Chiu Mei Ho,,,TPE,,,,6-3 6-4,3,RR
1979-D012,Fed Cup WG R2: JPN vs NED,Clay,4,D,19790430,1,200929,,,Elly Appel,U,,NED,,,,200253,,,Kiyoko Nomura,U,,JPN,,,,6-0 6-2,3,RR
1979-D012,Fed Cup WG R2: JPN vs NED,Clay,4,D,19790430,2,200356,,,Betty Stove,U,,NED,,,,201259,,,Sonoe Yonezawa,U,,JPN,,,,3-6 6-0 6-3,3,RR
1979-D013,Fed Cup WG R1: NOR vs JPN,Clay,4,D,19790430,1,200326,,,Naoko Sato,U,,JPN,,,,212323,,,Bente Kjolstad,,,NOR,,,,6-3 6-1,3,RR
1979-D013,Fed Cup WG R1: NOR vs JPN,Clay,4,D,19790430,2,201259,,,Sonoe Yonezawa,U,,JPN,,,,212324,,,Ellen Grindvold,,,NOR,,,,6-4 6-1,3,RR
1979-D014,Fed Cup WG ConR: KOR vs POR,Clay,4,D,19790430,1,212460,,,Nam Sook Kim,,,KOR,,,,212461,,,Patricia Alvarenga,,,POR,,,,6-1 6-0,3,RR
1979-D014,Fed Cup WG ConR: KOR vs POR,Clay,4,D,19790430,2,200241,,,Duk Hee Lee,U,,KOR,,,,200290,,,Deborah Fiuza,U,,POR,,,,6-0 6-2,3,RR
1979-D015,Fed Cup WG ConR: NZL vs KOR,Clay,4,D,19790430,1,212460,,,Nam Sook Kim,,,KOR,,,,200342,,,Chris Newton,U,,NZL,,,,6-1 6-0,3,RR
1979-D015,Fed Cup WG ConR: NZL vs KOR,Clay,4,D,19790430,2,201765,,,Brenda Perry,U,,NZL,,,,200241,,,Duk Hee Lee,U,,KOR,,,,6-3 4-6 6-4,3,RR
1979-D016,Fed Cup WG ConR: ARG vs HUN,Clay,4,D,19790430,1,200965,,,Emilse Rapponi Longo,U,,USA,,,,212481,,,Anna Nemeth,,,HUN,,,,8-6 7-5,3,RR
1979-D016,Fed Cup WG ConR: ARG vs HUN,Clay,4,D,19790430,2,200961,,,Ivanna Madruga Osses,U,,ARG,,,,200833,,,Judith Szorenyi,U,,HUN,,,,6-3 6-1,3,RR
1979-D017,Fed Cup WG ConR: ESP vs ARG,Clay,4,D,19790430,1,200965,,,Emilse Rapponi Longo,U,,USA,,,,200907,,,Carmen Perea Alcala,U,,ESP,,,,6-0 5-7 6-4,3,RR
1979-D017,Fed Cup WG ConR: ESP vs ARG,Clay,4,D,19790430,2,200447,,,Adriana Villagran Reami,U,,ARG,,,,201794,,,Monica Alvarez,U,,ESP,,,,6-1 6-3,3,RR
1979-D018,Fed Cup WG R1: HUN vs TCH,Clay,4,D,19790430,1,200460,,,Regina Marsikova,U,,CZE,,,,200833,,,Judith Szorenyi,U,,HUN,,,,6-3 6-0,3,RR
1979-D018,Fed Cup WG R1: HUN vs TCH,Clay,4,D,19790430,2,200348,,,Hana Mandlikova,R,,AUS,,,,212481,,,Anna Nemeth,,,HUN,,,,6-1 6-4,3,RR
1979-D020,Fed Cup WG SF: TCH vs AUS,Clay,4,D,19790430,1,200176,,,Kerry Reid,R,,AUS,,,,200348,,,Hana Mandlikova,R,,AUS,,,,6-4 6-3,3,RR
1979-D020,Fed Cup WG SF: TCH vs AUS,Clay,4,D,19790430,2,200221,,,Dianne Balestrat,U,,AUS,,,,200460,,,Regina Marsikova,U,,CZE,,,,6-2 1-6 6-0,3,RR
1979-D022,Fed Cup WG R2: YUG vs AUS,Clay,4,D,19790430,1,200176,,,Kerry Reid,R,,AUS,,,,212501,,,Lea Degen,,,YUG,,,,6-2 6-0,3,RR
1979-D022,Fed Cup WG R2: YUG vs AUS,Clay,4,D,19790430,2,200221,,,Dianne Balestrat,U,,AUS,,,,200371,,,Mima Jausovec,U,,SLO,,,,6-2 5-7 6-2,3,RR
1979-D023,Fed Cup WG R1: DEN vs SUI,Clay,4,D,19790430,1,200359,,,Christiane Jolissaint,U,,SUI,,,,200327,,,Birgitte Hermansen,U,,DEN,,,,6-4 6-2,3,RR
1979-D023,Fed Cup WG R1: DEN vs SUI,Clay,4,D,19790430,2,200409,,,Petra Delhees Jauch,L,,SUI,,,,200247,,,Dorte Ekner,U,,DEN,,,,6-3 7-5,3,RR
1979-D024,Fed Cup WG F: USA vs AUS,Clay,4,D,19790430,1,200397,,,Tracy Austin,R,,USA,,,,200176,,,Kerry Reid,R,,AUS,,,,6-3 6-0,3,RR
1979-D024,Fed Cup WG F: USA vs AUS,Clay,4,D,19790430,2,200259,,,Chris Evert,R,,USA,,,,200221,,,Dianne Balestrat,U,,AUS,,,,2-6 6-3 8-6,3,RR
1979-D025,Fed Cup WG R1: ARG vs NED,Clay,4,D,19790430,1,200929,,,Elly Appel,U,,NED,,,,200965,,,Emilse Rapponi Longo,U,,USA,,,,6-2 7-5,3,RR
1979-D025,Fed Cup WG R1: ARG vs NED,Clay,4,D,19790430,2,200356,,,Betty Stove,U,,NED,,,,200961,,,Ivanna Madruga Osses,U,,ARG,,,,6-4 6-4,3,RR
1979-D026,Fed Cup WG R1: NZL vs GBR,Clay,4,D,19790430,1,200266,,,Sue Barker,R,,GBR,,,,200342,,,Chris Newton,U,,NZL,,,,6-0 6-0,3,RR
1979-D026,Fed Cup WG R1: NZL vs GBR,Clay,4,D,19790430,2,200237,,,Virginia Wade,R,,GBR,,,,201765,,,Brenda Perry,U,,NZL,,,,6-2 6-3,3,RR
1979-D027,Fed Cup WG R2: FRA vs ITA,Clay,4,D,19790430,1,200755,,,Daniela Marzano,U,,ITA,,,,200312,,,Frederique Thibault,U,,FRA,,,,6-4 1-6 6-2,3,RR
1979-D027,Fed Cup WG R2: FRA vs ITA,Clay,4,D,19790430,2,200194,,,Francoise Durr,R,,FRA,,,,200334,,,Sabina Simmonds,R,,ITA,,,,2-6 6-3 6-3,3,RR
1979-D028,Fed Cup WG R1: FRA vs INA,Clay,4,D,19790430,1,200312,,,Frederique Thibault,U,,FRA,,,,200139,,,Lita Sugiarto,U,,INA,,,,6-0 6-2,3,RR
1979-D028,Fed Cup WG R1: FRA vs INA,Clay,4,D,19790430,2,200314,,,Brigitte Simon Glinel,U,,FRA,,,,203734,,,Yolanda Sumarno,U,,INA,,,,6-1 7-5,3,RR
1979-D029,Fed Cup WG QF: USA vs FRA,Clay,4,D,19790430,1,200397,,,Tracy Austin,R,,USA,,,,200312,,,Frederique Thibault,U,,FRA,,,,6-4 6-0,3,RR
1979-D029,Fed Cup WG QF: USA vs FRA,Clay,4,D,19790430,2,200259,,,Chris Evert,R,,USA,,,,200314,,,Brigitte Simon Glinel,U,,FRA,,,,6-0 6-0,3,RR
1979-D030,Fed Cup WG R2: SWE vs TCH,Clay,4,D,19790430,1,200348,,,Hana Mandlikova,R,,AUS,,,,200974,,,Lena Sandin,U,,SWE,,,,6-3 6-2,3,RR
1979-D030,Fed Cup WG R2: SWE vs TCH,Clay,4,D,19790430,2,200460,,,Regina Marsikova,U,,CZE,,,,200264,,,Helena Anliot,U,,SWE,,,,6-3 6-1,3,RR
1979-D032,Fed Cup WG R1: FRG vs KOR,Clay,4,D,19790430,1,200936,,,Iris Riedel Kuhn,U,,FRG,,,,212460,,,Nam Sook Kim,,,KOR,,,,6-1 6-1,3,RR
1979-D032,Fed Cup WG R1: FRG vs KOR,Clay,4,D,19790430,2,200366,,,Sylvia Hanika,U,,GER,,,,200241,,,Duk Hee Lee,U,,KOR,,,,6-1 6-1,3,RR
1979-D033,Fed Cup WG R2: USA vs FRG,Clay,4,D,19790430,1,200397,,,Tracy Austin,R,,USA,,,,200936,,,Iris Riedel Kuhn,U,,FRG,,,,6-1 6-3,3,RR
1979-D033,Fed Cup WG R2: USA vs FRG,Clay,4,D,19790430,2,200259,,,Chris Evert,R,,USA,,,,200366,,,Sylvia Hanika,U,,GER,,,,6-4 6-2,3,RR
1979-D034,Fed Cup WG QF: TCH vs GBR,Clay,4,D,19790430,1,200348,,,Hana Mandlikova,R,,AUS,,,,200266,,,Sue Barker,R,,GBR,,,,3-6 8-6 6-4,3,RR
